account_id,account_name,website_domain,industry,employee_count,segment,billing_country,region,annual_revenue_eur,created_date
001A004270,Oriovik Group K.K.,oriovik.net,Media & Marketing,28,Commercial,Japan,APAC,4707000.00,2023-10-18
001A004271,Lyrabridge Systems AB,lyrabridge.eu,Ecommerce,288,Mid-Market,Sweden,EMEA - North,62950000.00,2022-10-22
001A004272,Briopath Corp.,briopath.co,Energy & Utilities,74,Commercial,United States,North America,4531000.00,2022-10-03
001A004273,Ciragrid Inc.,ciragrid.co,E-commerce & Retail,49,Commercial,Canada,North America,7092000.00,2022-11-29
001A004274,Boreapath plc,boreapath.de,Media & Marketing,31,Commercial,United Kingdom,EMEA - UK&I,4042000.00,2023-01-21
001A004275,Altopath GmbH,altopath.eu,Manufacturing,70,Commercial,Germany,EMEA - DACH,17980000.00,2022-09-07
001A004276,Briologic Digital N.V.,briologic.com,Banking,1809,Mid-Market,Netherlands,EMEA - North,210526000.00,2022-02-05
001A004277,Piramark Digital Inc.,piramark.com,Professional Services,92,Commercial,Canada,North America,48308000.00,2022-03-07
001A004278,Koralogic Holding Ltd,koralogic.com,Manufacturing,19,Commercial,Ireland,EMEA - UK&I,2180000.00,2022-07-14
001A004279,Xenosys Inc.,xenosys.co,Financial Services,415,Mid-Market,United States,North America,34425000.00,2022-03-14
001A004280,Borealine Digital SE,borealine.io,E-Commerce,50,Commercial,Germany,EMEA - DACH,17027000.00,2023-11-08
001A004281,Brionet SAS,brionet.com,Software & SaaS,156,Commercial,France,EMEA - South,36332000.00,2023-11-16
001A004282,Stranet Corp.,stranet.com,Energy & Utilities,41,Commercial,United States,North America,8401000.00,2022-05-06
001A004283,Nexasys Holding SE,nexasys.co,Agency,726,Mid-Market,Germany,EMEA - DACH,101961000.00,2023-01-05
001A004284,Zephpath Pvt Ltd,zephpath.co,Software & SaaS,42,Commercial,India,APAC,5518000.00,2022-10-15
001A004285,Quartech GmbH,quartech.co,Media & Marketing,870,Mid-Market,Austria,EMEA - DACH,186000000.00,2021-12-31
001A004286,Miradata Pvt Ltd,miradata.eu,Agency,22,Commercial,India,APAC,2540000.00,2022-06-26
001A004287,Nordline plc,nordline.co,Media & Marketing,65,Commercial,United Kingdom,EMEA - UK&I,30683000.00,2022-08-10
001A004288,Veravik Solutions K.K.,veravik.net,Healthcare & Life Sciences,873,Mid-Market,Japan,APAC,163389000.00,2023-10-11
001A004289,Koratech Systems LLC,koratech.co,Software & SaaS,131,Commercial,United States,North America,18067000.00,2021-08-22
001A004290,Boreatech AG,boreatech.co,SaaS,3366,Enterprise,Germany,EMEA - DACH,426000000.00,2022-09-30
001A004291,Piragrid Holding GmbH,piragrid.io,Media & Marketing,68,Commercial,Germany,EMEA - DACH,5313000.00,2023-02-04
001A004292,Yarawave SE,yarawave.co,Media & Marketing,150,Commercial,Germany,EMEA - DACH,37184000.00,2022-09-13
001A004293,Kestbridge Corp.,kestbridge.io,Media & Marketing,1908,Mid-Market,United States,North America,192561000.00,2021-08-21
001A004294,Brioline Holding Inc.,brioline.io,Software & SaaS,12,Commercial,United States,North America,1777000.00,2023-08-23
001A004295,Sellaworks B.V.,sellaworks.net,Logistics & Transport,10,Commercial,Netherlands,EMEA - North,7378000.00,2023-09-17
001A004296,Valiflow S.p.A.,valiflow.net,Manufacturing,31,Commercial,Italy,EMEA - South,1681000.00,2022-06-27
001A004297,Brampoint LLC,brampoint.de,Professional Services,353,Mid-Market,United States,North America,53212000.00,2021-12-19
001A004298,Deltatech AS,deltatech.io,Financial Services,10,Commercial,Norway,EMEA - North,704000.00,2021-10-05
001A004299,Kestmark Inc.,kestmark.co,Media & Marketing,253,Mid-Market,United States,North America,29325000.00,2021-12-02
001A004300,Ivenline AB,ivenline.eu,Energy & Utilities,227,Commercial,Sweden,EMEA - North,33346000.00,2023-12-10
001A004301,Opalnet Inc.,opalnet.com,Financial Services,2260,Enterprise,United States,North America,165393000.00,2022-08-02
001A004302,Solvpath K.K.,solvpath.eu,Media & Marketing,505,Mid-Market,Japan,APAC,103281000.00,2023-05-19
001A004303,Runeworks SAS,runeworks.com,Agency,177,Commercial,France,EMEA - South,68349000.00,2023-08-30
001A004304,Granpath AG,granpath.com,Financial Services,820,Mid-Market,Germany,EMEA - DACH,160203000.00,2023-03-11
001A004305,Nordmark Group SE,nordmark.de,Banking,231,Commercial,Germany,EMEA - DACH,61190000.00,2021-08-24
001A004306,Valicore Sp. z o.o.,valicore.co,Media & Marketing,51,Commercial,Poland,EMEA - North,21624000.00,2022-08-30
001A004307,Talanet Partners SA,talanet.de,Banking,19,Commercial,France,EMEA - South,4376000.00,2023-07-03
001A004308,Briowave Pvt Ltd,briowave.net,Software & SaaS,43,Commercial,India,APAC,1674000.00,2022-03-06
001A004309,Astertech Solutions LLC,astertech.de,Education,95,Commercial,United States,North America,16924000.00,2021-07-18
001A004310,Umbragrid Holding ApS,umbragrid.eu,Healthcare & Life Sciences,132,Commercial,Denmark,EMEA - North,4706000.00,2022-05-17
001A004311,Bramdata Group LLC,bramdata.co,Media & Marketing,6,Commercial,United States,North America,622000.00,2022-12-13
001A004312,Stracore Ltd,stracore.de,Professional Services,73,Commercial,United Kingdom,EMEA - UK&I,4752000.00,2022-11-12
001A004313,Miracore Group Corp.,miracore.io,Manufacturing,106,Commercial,United States,North America,19977000.00,2023-03-09
001A004314,Mosaline Systems AG,mosaline.de,Media & Marketing,234,Commercial,Germany,EMEA - DACH,21854000.00,2021-08-21
001A004315,Mosadata LLC,mosadata.de,Computer Software,1240,Mid-Market,United States,North America,237583000.00,2023-04-30
001A004316,Yaraworks Pvt Ltd,yaraworks.com,,135,Commercial,India,APAC,34516000.00,2023-02-28
001A004317,Lyrapoint Holding Inc.,lyrapoint.eu,Professional Services,26,Commercial,United States,North America,2341000.00,2023-10-06
001A004318,Halocore Inc.,halocore.io,Telecommunications,8,Commercial,Canada,North America,1488000.00,2022-01-26
001A004319,Mosastack B.V.,mosastack.com,Retail,291,Mid-Market,Netherlands,EMEA - North,9673000.00,2022-12-21
001A004320,Wenddata LLC,wenddata.net,Energy & Utilities,28,Commercial,United States,North America,1830000.00,2021-12-19
001A004321,Lumocore Sp. z o.o.,lumocore.eu,Media & Marketing,383,Mid-Market,Poland,EMEA - North,131107000.00,2023-08-23
001A004322,Xenodata Solutions Corp.,xenodata.de,Manufacturing,870,Mid-Market,United States,North America,82000000.00,2023-10-03
001A004323,Xenoworks AG,xenoworks.eu,E-Commerce,11,Commercial,Germany,EMEA - DACH,1284000.00,2022-12-08
001A004324,Granpoint Partners Ltd,granpoint.com,Software & SaaS,237,Commercial,United Kingdom,EMEA - UK&I,23215000.00,2023-11-23
001A004325,Zephbridge Digital Sp. z o.o.,zephbridge.de,Professional Services,740,Mid-Market,Poland,EMEA - North,41852000.00,2022-04-29
001A004326,Kestlogic SE,kestlogic.de,Software & SaaS,485,Mid-Market,Germany,EMEA - DACH,41729000.00,2021-07-28
001A004327,Nordpath Digital Inc.,nordpath.de,Ecommerce,6,Commercial,United States,North America,957000.00,2021-08-25
001A004328,Mosafield Ltd,mosafield.de,Financial Services,28,Commercial,Canada,North America,3555000.00,2023-02-13
001A004329,Wendnet Pvt Ltd,wendnet.de,Telecommunications,16,Commercial,India,APAC,4874000.00,2023-05-25
001A004330,Deltamark SE,deltamark.de,E-commerce & Retail,226,Commercial,Germany,EMEA - DACH,24948000.00,2022-05-10
001A004331,Runeline Holding Pvt Ltd,runeline.de,Manufacturing,191,Commercial,India,APAC,30340000.00,2023-08-27
001A004332,Solvmark Solutions SE,solvmark.com,E-commerce & Retail,4,Commercial,Germany,EMEA - DACH,462000.00,2023-12-06
001A004333,Nexacore AB,nexacore.com,Software & SaaS,64,Commercial,Sweden,EMEA - North,17934000.00,2022-11-01
001A004334,Junoline Ltd,junoline.de,E-commerce & Retail,346,Mid-Market,Canada,North America,23430000.00,2022-02-13
001A004335,Lyracore GmbH,lyracore.eu,Media & Marketing,127,Commercial,Germany,EMEA - DACH,27064000.00,2021-12-03
001A004336,Umbrapoint SE,umbrapoint.net,Professional Services,127,Commercial,Germany,EMEA - DACH,25908000.00,2023-02-19
001A004337,Ivenbridge SE,ivenbridge.net,Manufacturing,59,Commercial,Germany,EMEA - DACH,5767000.00,2023-10-26
001A004338,Runeflow A/S,runeflow.io,Logistics & Transport,21,Commercial,Denmark,EMEA - North,3166000.00,2022-07-27
001A004339,Briovik LLC,briovik.co,Software & SaaS,99,Commercial,United States,North America,19980000.00,2022-01-22
001A004340,Zephfield Systems SE,zephfield.de,Logistics & Transport,110,Commercial,Germany,EMEA - DACH,11621000.00,2023-11-19
001A004341,Evoware AG,evoware.com,Software & SaaS,260,Mid-Market,Germany,EMEA - DACH,27126000.00,2022-12-18
001A004342,Runepoint Partners LLC,runepoint.eu,Education,295,Mid-Market,United States,North America,22569000.00,2023-09-26
001A004343,Umbrastack plc,umbrastack.com,Telecommunications,116,Commercial,United Kingdom,EMEA - UK&I,62453000.00,2022-10-18
001A004344,Junoflow Corp.,junoflow.com,Logistics & Transport,545,Mid-Market,United States,North America,65894000.00,2021-12-22
001A004345,Fjelware Pty Ltd,fjelware.net,Software & SaaS,58,Commercial,Australia,APAC,4447000.00,2022-08-21
001A004346,Bramwave Digital Inc.,bramwave.net,Healthcare & Life Sciences,13,Commercial,United States,North America,720000.00,2022-08-21
001A004347,Opalsys Ltda,opalsys.co,Logistics & Transport,210,Commercial,Brazil,LATAM,20757000.00,2023-08-01
001A004348,Lyravik Digital ApS,lyravik.co,Healthcare & Life Sciences,123,Commercial,Denmark,EMEA - North,23098000.00,2022-02-01
001A004349,Lyrasys Digital Ltd,lyrasys.eu,E-commerce & Retail,217,Commercial,Canada,North America,29786000.00,2022-01-06
001A004350,Fjelpoint Solutions AG,fjelpoint.co,Manufacturing,16,Commercial,Switzerland,EMEA - DACH,3159000.00,2023-08-09
001A004351,Granvik SE,granvik.eu,,1599,Mid-Market,Germany,EMEA - DACH,392966000.00,2022-03-29
001A004352,Nexaflow LLC,nexaflow.com,Manufacturing,301,Mid-Market,United States,North America,43991000.00,2023-03-12
001A004353,Wendgrid SE,wendgrid.net,Software & SaaS,66,Commercial,Germany,EMEA - DACH,9782000.00,2021-08-10
001A004354,Evoworks Ltda,evoworks.com,Professional Services,25,Commercial,Brazil,LATAM,10234000.00,2021-11-26
001A004355,Fjelpath Group Inc.,fjelpath.eu,E-commerce & Retail,530,Mid-Market,United States,North America,131931000.00,2022-01-19
001A004356,Halobridge Pty Ltd,halobridge.net,SaaS,20,Commercial,Australia,APAC,4030000.00,2022-07-23
001A004357,Deltaworks SA,deltaworks.com,Software & SaaS,3313,Enterprise,France,EMEA - South,431461000.00,2023-01-23
001A004358,Strastack AB,strastack.io,Public Sector,40,Commercial,Sweden,EMEA - North,9598000.00,2022-05-09
001A004359,Runegrid LLC,runegrid.io,Healthcare & Life Sciences,1434,Mid-Market,United States,North America,283449000.00,2022-07-07
001A004360,Haloworks Ltd,haloworks.de,Professional Services,77,Commercial,United Kingdom,EMEA - UK&I,14880000.00,2023-06-30
001A004361,Yaraline Solutions Sp. z o.o.,yaraline.io,,1155,Mid-Market,Poland,EMEA - North,284180000.00,2022-09-06
001A004362,Miraflow Digital LLC,miraflow.co,Professional Services,34,Commercial,United States,North America,6616000.00,2022-08-19
001A004363,Brioworks Holding Pte Ltd,brioworks.net,E-commerce & Retail,104,Commercial,Singapore,APAC,6688000.00,2021-09-19
001A004364,Ciralogic Systems LLC,ciralogic.com,Professional Services,348,Mid-Market,United States,North America,57537000.00,2022-03-12
001A004365,Runepath AG,runepath.net,Financial Services,280,Mid-Market,Germany,EMEA - DACH,22947000.00,2021-12-01
001A004366,Straworks Group AB,straworks.eu,Healthcare & Life Sciences,550,Mid-Market,Sweden,EMEA - North,128678000.00,2023-07-30
001A004367,Wenddata Holding Inc.,wenddata.de,Software & SaaS,49,Commercial,United States,North America,3059000.00,2022-06-15
001A004368,Terndata GmbH,terndata.co,Public Sector,115,Commercial,Austria,EMEA - DACH,18060000.00,2023-04-07
001A004369,Bramcore Holding S.A.,bramcore.com,Manufacturing,691,Mid-Market,Spain,EMEA - South,114464000.00,2023-06-03
001A004370,Quarwave Ltd,quarwave.net,Financial Services,35,Commercial,United Kingdom,EMEA - UK&I,2814000.00,2023-12-24
001A004371,Solvsys AG,solvsys.com,Consulting,244,Commercial,Germany,EMEA - DACH,37186000.00,2022-08-13
001A004372,Halologic A/S,halologic.com,Software,73,Commercial,Denmark,EMEA - North,18514000.00,2021-08-18
001A004373,Nexalogic Group AG,nexalogic.eu,Manufacturing,139,Commercial,Switzerland,EMEA - DACH,15925000.00,2022-06-18
001A004374,Bramcore LLC,bramcore.io,Education,115,Commercial,United States,North America,21891000.00,2021-10-17
001A004375,Mirasys AG,mirasys.com,Media & Marketing,31,Commercial,Switzerland,EMEA - DACH,6726000.00,2022-05-06
001A004376,Valistack Corp.,valistack.io,,68,Commercial,United States,North America,5734000.00,2023-10-11
001A004377,Cobalcore Partners plc,cobalcore.co,Manufacturing,127,Commercial,United Kingdom,EMEA - UK&I,20830000.00,2022-03-20
001A004378,Cirasys Pvt Ltd,cirasys.io,Manufacturing,87,Commercial,India,APAC,12266000.00,2021-12-13
001A004379,Umbratech GmbH,umbratech.net,Software & SaaS,1141,Mid-Market,Germany,EMEA - DACH,180942000.00,2022-01-10
001A004380,Boreacore ApS,boreacore.net,,478,Mid-Market,Denmark,EMEA - North,29212000.00,2022-08-28
001A004381,Zephtech SAS,zephtech.de,Healthcare & Life Sciences,158,Commercial,France,EMEA - South,10866000.00,2022-09-19
001A004382,Vexlogic plc,vexlogic.co,Software & SaaS,32,Commercial,United Kingdom,EMEA - UK&I,10646000.00,2021-08-16
001A004383,Pirapath AB,pirapath.co,Software & SaaS,30,Commercial,Sweden,EMEA - North,7556000.00,2021-07-22
001A004384,Yarafield Holding Ltd,yarafield.io,SaaS,2122,Enterprise,Canada,North America,387453000.00,2022-09-30
001A004385,Miramark Pvt Ltd,miramark.de,Financial Services,23,Commercial,India,APAC,6321000.00,2022-02-21
001A004386,Cobalflow Group SAS,cobalflow.io,Software & SaaS,121,Commercial,France,EMEA - South,8738000.00,2023-06-29
001A004387,Altovik Solutions GmbH,altovik.net,Retail,176,Commercial,Austria,EMEA - DACH,24575000.00,2022-05-23
001A004388,Kestlabs LLC,kestlabs.co,Manufacturing,63,Commercial,United States,North America,8314000.00,2021-11-22
001A004389,Xenoware Inc.,xenoware.de,Manufacturing,23,Commercial,United States,North America,2318000.00,2021-10-06
001A004390,Bramdata Ltd,bramdata.io,software,31,Commercial,United Kingdom,EMEA - UK&I,2512000.00,2021-09-09
001A004391,Sellanet LLC,sellanet.com,Healthcare & Life Sciences,45,Commercial,United States,North America,15860000.00,2023-08-05
001A004392,Runetech Digital A/S,runetech.com,Logistics & Transport,35,Commercial,Denmark,EMEA - North,3839000.00,2022-09-11
001A004393,Evobridge Inc.,evobridge.io,Financial Services,781,Mid-Market,United States,North America,163756000.00,2022-08-12
001A004394,Zephnet Solutions SA,zephnet.co,Financial Services,100,Commercial,France,EMEA - South,19530000.00,2022-12-31
001A004395,Valipath S.p.A.,valipath.net,Healthcare & Life Sciences,46,Commercial,Italy,EMEA - South,13781000.00,2023-12-29
001A004396,Cirastack Partners AG,cirastack.eu,Fintech,119,Commercial,Switzerland,EMEA - DACH,29578000.00,2022-02-03
001A004397,Umbrasys Holding Corp.,umbrasys.com,E-commerce & Retail,282,Mid-Market,United States,North America,37517000.00,2022-02-14
001A004398,Haloline GmbH,haloline.com,Manufacturing,60,Commercial,Austria,EMEA - DACH,4494000.00,2023-10-18
001A004399,Lumowave Holding Inc.,lumowave.co,E-commerce & Retail,405,Mid-Market,United States,North America,110688000.00,2023-02-07
001A004400,Ivensys Inc.,ivensys.co,Logistics & Transport,16,Commercial,United States,North America,5329000.00,2021-12-04
001A004401,Pirasys LLC,pirasys.com,Logistics & Transport,613,Mid-Market,United States,North America,429954000.00,2023-04-28
001A004402,Ivenwave Digital GmbH,ivenwave.co,E-commerce & Retail,100,Commercial,Germany,EMEA - DACH,28772000.00,2021-11-18
001A004403,Kestpoint plc,kestpoint.com,Manufacturing,94,Commercial,United Kingdom,EMEA - UK&I,10251000.00,2023-12-04
001A004404,Valistack AB,valistack.co,Telecommunications,36,Commercial,Sweden,EMEA - North,4244000.00,2023-04-10
001A004405,Xenofield Group Corp.,xenofield.net,Manufacturing,17,Commercial,United States,North America,783000.00,2021-11-04
001A004406,Vexdata Partners Pvt Ltd,vexdata.com,Energy & Utilities,10,Commercial,India,APAC,983000.00,2023-12-22
001A004407,Xenoline B.V.,xenoline.io,Media & Marketing,32,Commercial,Netherlands,EMEA - North,2391000.00,2022-09-05
001A004408,Brampath Partners Ltda,brampath.eu,Financial Services,249,Commercial,Brazil,LATAM,56696000.00,2023-12-24
001A004409,Oriolabs GmbH,oriolabs.eu,Finance,24,Commercial,Austria,EMEA - DACH,6821000.00,2023-08-04
001A004410,Deltabridge Digital N.V.,deltabridge.co,Software & SaaS,11,Commercial,Netherlands,EMEA - North,6822000.00,2021-08-04
001A004411,Sellavik Partners AG,sellavik.net,Logistics & Transport,26,Commercial,Germany,EMEA - DACH,26521000.00,2022-11-10
001A004412,Deltastack Inc.,deltastack.de,Financial Services,57,Commercial,United States,North America,10588000.00,2022-01-29
001A004413,Talastack GmbH,talastack.co,Professional Services,60,Commercial,Austria,EMEA - DACH,6767000.00,2021-11-08
001A004414,Gransys Ltd,gransys.de,Healthcare & Life Sciences,83,Commercial,United Kingdom,EMEA - UK&I,10503000.00,2023-02-13
001A004415,Boreamark Digital LLC,boreamark.net,Logistics & Transport,495,Mid-Market,United States,North America,52278000.00,2022-05-10
001A004416,Oriodata AS,oriodata.de,Media & Marketing,692,Mid-Market,Norway,EMEA - North,451794000.00,2021-10-23
001A004417,Korasys Partners GmbH,korasys.com,Software & SaaS,2229,Enterprise,Germany,EMEA - DACH,67666000.00,2022-12-07
001A004418,Zephvik SE,zephvik.net,E-commerce & Retail,10,Commercial,Germany,EMEA - DACH,4230000.00,2021-10-20
001A004419,Solvbridge Holding ApS,solvbridge.de,Healthcare & Life Sciences,28,Commercial,Denmark,EMEA - North,2559000.00,2023-10-22
001A004420,Quarfield SA,quarfield.eu,Logistics & Transport,296,Mid-Market,France,EMEA - South,37451000.00,2021-10-06
001A004421,Nexastack Digital GmbH,nexastack.de,Media & Marketing,51,Commercial,Switzerland,EMEA - DACH,1735000.00,2023-01-07
001A004422,Wendcore Group Inc.,wendcore.io,Healthcare & Life Sciences,380,Mid-Market,United States,North America,114502000.00,2022-10-07
001A004423,Veralabs Ltd,veralabs.io,Logistics & Transport,139,Commercial,United Kingdom,EMEA - UK&I,35794000.00,2023-06-30
001A004424,Talawave Corp.,talawave.com,,1152,Mid-Market,United States,North America,95647000.00,2021-12-24
001A004425,Yaramark Digital B.V.,yaramark.com,,503,Mid-Market,Netherlands,EMEA - North,156418000.00,2023-04-30
001A004426,Xenopoint Holding AG,xenopoint.de,Education,517,Mid-Market,Switzerland,EMEA - DACH,143231000.00,2023-11-29
001A004427,Lyratech AG,lyratech.eu,Healthcare & Life Sciences,55,Commercial,Germany,EMEA - DACH,6402000.00,2023-09-29
001A004428,Stragrid Group Ltd,stragrid.io,Logistics & Transport,88,Commercial,United Kingdom,EMEA - UK&I,4110000.00,2023-08-11
001A004429,Talaflow Solutions AG,talaflow.eu,E-commerce & Retail,64,Commercial,Germany,EMEA - DACH,8979000.00,2022-06-26
001A004430,Nexapoint SA,nexapoint.co,Healthcare & Life Sciences,12,Commercial,France,EMEA - South,3587000.00,2022-06-11
001A004431,Oriobridge Partners Pvt Ltd,oriobridge.eu,E-commerce & Retail,976,Mid-Market,India,APAC,90189000.00,2023-07-17
001A004432,Mosavik Ltd,mosavik.co,E-Commerce,318,Mid-Market,Canada,North America,97343000.00,2023-09-30
001A004433,Sellaline Solutions B.V.,sellaline.net,Software & SaaS,60,Commercial,Netherlands,EMEA - North,5728000.00,2023-06-08
001A004434,Umbraline Holding LLC,umbraline.io,Media & Marketing,754,Mid-Market,United States,North America,114260000.00,2023-11-23
001A004435,Zephtech LLC,zephtech.eu,Financial Services,39,Commercial,United States,North America,4011000.00,2023-03-14
001A004436,Korasys Ltd,korasys.net,Finance,8,Commercial,Canada,North America,1406000.00,2023-09-26
001A004437,Yarafield Solutions plc,yarafield.co,E-commerce & Retail,476,Mid-Market,United Kingdom,EMEA - UK&I,124659000.00,2023-06-29
001A004438,Mosasys Digital Ltd,mosasys.net,Manufacturing,16,Commercial,Ireland,EMEA - UK&I,6810000.00,2022-11-19
001A004439,Ternstack Ltd,ternstack.eu,Healthcare & Life Sciences,75,Commercial,Ireland,EMEA - UK&I,13598000.00,2023-04-06
001A004440,Sellanet GmbH,sellanet.de,Professional Services,139,Commercial,Germany,EMEA - DACH,8729000.00,2022-10-19
001A004441,Zephpoint SA,zephpoint.eu,Professional Services,183,Commercial,France,EMEA - South,42783000.00,2023-06-20
001A004442,Ivenpoint Ltda,ivenpoint.de,Ecommerce,373,Mid-Market,Brazil,LATAM,49914000.00,2021-09-20
001A004443,Opalcore Pvt Ltd,opalcore.net,Manufacturing,247,Commercial,India,APAC,32630000.00,2023-11-06
001A004444,Deltanet SE,deltanet.com,Software & SaaS,235,Commercial,Germany,EMEA - DACH,40064000.00,2022-12-18
001A004445,Ivenstack S.r.l.,ivenstack.net,Healthcare & Life Sciences,31,Commercial,Italy,EMEA - South,6937000.00,2023-07-24
001A004446,Brioline N.V.,brioline.net,Education,159,Commercial,Netherlands,EMEA - North,19850000.00,2022-09-26
001A004447,Kestgrid AB,kestgrid.io,Manufacturing,12,Commercial,Sweden,EMEA - North,2721000.00,2022-10-30
001A004448,Pirapoint Sp. z o.o.,pirapoint.com,Telecommunications,1122,Mid-Market,Poland,EMEA - North,228865000.00,2021-12-28
001A004449,Umbrastack Group AG,umbrastack.co,Software & SaaS,13,Commercial,Germany,EMEA - DACH,2949000.00,2022-03-26
001A004450,Halostack Systems Inc.,halostack.co,Media & Marketing,60,Commercial,Canada,North America,16276000.00,2021-12-29
001A004451,Xenovik Partners Pte Ltd,xenovik.de,Professional Services,15,Commercial,Singapore,APAC,639000.00,2022-12-11
001A004452,Gransys Corp.,gransys.co,Professional Services,34,Commercial,United States,North America,4298000.00,2023-03-14
001A004453,Koragrid Partners Corp.,koragrid.co,Professional Services,104,Commercial,United States,North America,15183000.00,2022-05-27
001A004454,Mirapoint AS,mirapoint.de,Software & SaaS,46,Commercial,Norway,EMEA - North,6338000.00,2022-03-20
001A004455,Opalware SA,opalware.de,Media & Marketing,588,Mid-Market,France,EMEA - South,55950000.00,2023-07-24
001A004456,Boreapoint GmbH,boreapoint.com,Manufacturing,143,Commercial,Austria,EMEA - DACH,15468000.00,2021-10-26
001A004457,Xenobridge Inc.,xenobridge.co,Healthcare & Life Sciences,51,Commercial,United States,North America,11156000.00,2022-10-23
001A004458,Asterlabs SE,asterlabs.co,Computer Software,83,Commercial,Germany,EMEA - DACH,17510000.00,2021-12-21
001A004459,Cobalfield Corp.,cobalfield.net,Software & SaaS,661,Mid-Market,United States,North America,107845000.00,2023-11-03
001A004460,Strasys S.L.,strasys.de,Public Sector,409,Mid-Market,Spain,EMEA - South,35828000.00,2023-03-12
001A004461,Opalgrid S.A.,opalgrid.com,Financial Services,19,Commercial,Spain,EMEA - South,5092000.00,2023-01-30
001A004462,Ivennet SAS,ivennet.com,E-Commerce,37,Commercial,France,EMEA - South,9495000.00,2022-03-07
001A004463,Quarline Pty Ltd,quarline.net,Software,210,Commercial,Australia,APAC,65495000.00,2023-05-26
001A004464,Junobridge GmbH,junobridge.net,Professional Services,174,Commercial,Switzerland,EMEA - DACH,17418000.00,2022-03-09
001A004465,Korasys GmbH,korasys.eu,Media & Marketing,22,Commercial,Austria,EMEA - DACH,31021000.00,2021-12-14
001A004466,Straline Group GmbH,straline.de,Public Sector,320,Mid-Market,Switzerland,EMEA - DACH,58427000.00,2023-05-29
001A004467,Pirastack Solutions Corp.,pirastack.net,Healthcare & Life Sciences,27,Commercial,United States,North America,2742000.00,2021-07-31
001A004468,Opalmark K.K.,opalmark.eu,Financial Services,753,Mid-Market,Japan,APAC,502130000.00,2022-05-09
001A004469,Piravik Ltd,piravik.io,Software & SaaS,228,Commercial,United Kingdom,EMEA - UK&I,57130000.00,2022-09-30
001A004470,Veracore Pvt Ltd,veracore.io,Banking,19,Commercial,India,APAC,3433000.00,2023-10-14
001A004471,Evologic Ltd,evologic.net,Professional Services,46,Commercial,United Kingdom,EMEA - UK&I,8937000.00,2022-09-30
001A004472,Asterdata Partners LLC,asterdata.com,Energy & Utilities,45,Commercial,United States,North America,15541000.00,2023-04-30
001A004473,Veradata Holding SE,veradata.eu,,129,Commercial,Germany,EMEA - DACH,24012000.00,2022-12-25
001A004474,Ternwave Oyj,ternwave.com,E-commerce & Retail,75,Commercial,Finland,EMEA - North,4263000.00,2023-12-07
001A004475,Quarflow LLC,quarflow.eu,Professional Services,19,Commercial,United States,North America,3007000.00,2022-01-20
001A004476,Boreadata Digital Sp. z o.o.,boreadata.de,Healthcare & Life Sciences,13,Commercial,Poland,EMEA - North,3568000.00,2023-09-06
001A004477,Deltawave Digital plc,deltawave.com,Consulting,235,Commercial,United Kingdom,EMEA - UK&I,36537000.00,2022-09-25
001A004478,Quarnet LLC,quarnet.com,Manufacturing,157,Commercial,United States,North America,13910000.00,2023-09-28
001A004479,Xenosys Pty Ltd,xenosys.io,Fintech,119,Commercial,Australia,APAC,18629000.00,2023-03-20
001A004480,Stravik S.r.l.,stravik.net,Manufacturing,153,Commercial,Italy,EMEA - South,41116000.00,2021-09-01
001A004481,Fjelpoint Corp.,fjelpoint.net,E-commerce & Retail,40,Commercial,United States,North America,13762000.00,2023-07-22
001A004482,Miragrid Corp.,miragrid.io,Professional Services,134,Commercial,United States,North America,11020000.00,2023-08-07
001A004483,Opalstack Systems plc,opalstack.io,Software & SaaS,5090,Enterprise,United Kingdom,EMEA - UK&I,401821000.00,2021-09-18
001A004484,Ciradata Ltd,ciradata.com,,616,Mid-Market,Canada,North America,95137000.00,2023-10-28
001A004485,Yaraflow Ltd,yaraflow.co,Telecommunications,66,Commercial,United Kingdom,EMEA - UK&I,6968000.00,2021-08-17
001A004486,Borealabs Digital Inc.,borealabs.eu,,46,Commercial,United States,North America,5203000.00,2022-02-25
001A004487,Boreavik GmbH,boreavik.co,Banking,3,Commercial,Germany,EMEA - DACH,409000.00,2023-01-25
001A004488,Nordvik Ltd,nordvik.eu,Telecommunications,523,Mid-Market,Ireland,EMEA - UK&I,132509000.00,2022-05-28
001A004489,Zephdata AS,zephdata.net,Financial Services,339,Mid-Market,Norway,EMEA - North,32692000.00,2022-07-17
001A004490,Solvfield Systems AS,solvfield.net,Media & Marketing,45,Commercial,Norway,EMEA - North,3576000.00,2022-06-08
001A004491,Yarapoint Ltd,yarapoint.io,Software & SaaS,13,Commercial,Canada,North America,1335000.00,2023-07-16
001A004492,Yaratech K.K.,yaratech.io,Logistics & Transport,19,Commercial,Japan,APAC,1226000.00,2021-10-21
001A004493,Runestack AG,runestack.de,Software & SaaS,200,Commercial,Germany,EMEA - DACH,33026000.00,2022-11-08
001A004494,Lyracore Partners plc,lyracore.com,,89,Commercial,United Kingdom,EMEA - UK&I,15203000.00,2022-05-12
001A004495,Asterwave SAS,asterwave.de,Energy & Utilities,293,Mid-Market,France,EMEA - South,85935000.00,2022-03-29
001A004496,Koranet Solutions AB,koranet.eu,Healthcare & Life Sciences,116,Commercial,Sweden,EMEA - North,9834000.00,2022-05-10
001A004497,Nexabridge Systems Oyj,nexabridge.io,Financial Services,447,Mid-Market,Finland,EMEA - North,76990000.00,2022-10-17
